"Date","Team1","Team2","Toss_Winner","Toss_Decision","Venue","Run1","Over1","Wicket1","Run2","Over2","Wicket2","Winner","Winnerby","Margin"
"2013-03-15","South Africa","Pakistan","South Africa","bat","SuperSport Park","191","43.2","10","192","39.3","4","Pakistan","wickets","6"
"2011-08-21","Zimbabwe","Bangladesh","Zimbabwe","field","Queens Sports Club","253","49.6","6","160","38.2","8","Bangladesh","runs","93"
"2010-06-24","Sri Lanka","India","India","bat","Rangiri Dambulla International Stadium","268","49.7","6","187","44.4","10","India","runs","81"
"2011-01-12","South Africa","India","South Africa","bat","Kingsmead","289","49.6","10","154","35.4","10","South Africa","runs","135"
"2007-07-01","India","South Africa","India","field","Civil Service Cricket Club, Stormont","148","30.6","6","152","30.2","4","India","wickets","6"
"2010-03-06","New Zealand","Australia","Australia","bat","Eden Park","273","49.6","6","253","43.2","10","Australia","runs","12"
"2013-07-31","Sri Lanka","South Africa","Sri Lanka","bat","R Premadasa Stadium","307","49.7","4","179","43.5","10","Sri Lanka","runs","128"
"2014-01-01","New Zealand","West Indies","West Indies","field","Queenstown Events Centre","283","20.6","4","124","20.6","5","New Zealand","runs","159"
"2014-05-04","Hong Kong","United Arab Emirates","United Arab Emirates","field","Kinrara Academy Oval","157","45.2","10","158","48.3","8","United Arab Emirates","wickets","2"
"2015-08-04","Zimbabwe","New Zealand","Zimbabwe","bat","Harare Sports Club","235","49.7","8","236","42.3","0","New Zealand","wickets","10"
"2016-02-09","South Africa","England","England","bat","SuperSport Park","318","49.6","8","319","46.3","3","South Africa","wickets","7"
"2016-10-01","Bangladesh","Afghanistan","Bangladesh","bat","Shere Bangla National Stadium","279","49.6","8","138","33.5","10","Bangladesh","runs","141"
"2009-11-29","South Africa","England","South Africa","bat","St George's Park","119","36.6","10","121","31.2","3","England","wickets","7"
"2007-09-02","England","India","England","field","Headingley","324","49.6","6","242","38.7","8","India","runs","38"
"2010-02-24","India","South Africa","India","bat","Captain Roop Singh Stadium","401","49.6","3","248","42.5","10","India","runs","153"
"2013-02-08","Australia","West Indies","West Indies","bat","Sydney Cricket Ground","220","49.4","10","221","44.5","5","Australia","wickets","5"
"2007-02-14","India","Sri Lanka","Sri Lanka","bat","Nehru Stadium, Fatorda","230","49.6","8","233","46.3","5","India","wickets","5"
"2006-06-20","England","Sri Lanka","Sri Lanka","bat","Kennington Oval","319","49.8","8","273","46.4","10","Sri Lanka","runs","46"
"2014-01-12","Australia","England","England","bat","Melbourne Cricket Ground","269","49.6","7","270","45.4","4","Australia","wickets","6"
"2015-11-01","Sri Lanka","West Indies","Sri Lanka","field","R Premadasa Stadium","159","25.6","7","164","24.7","10","Sri Lanka","wickets","1"
"2014-12-01","Bangladesh","Zimbabwe","Zimbabwe","bat","Shere Bangla National Stadium","128","29.7","10","130","24.4","5","Bangladesh","wickets","5"
"2016-01-23","Australia","India","India","field","Sydney Cricket Ground","330","49.6","7","331","49.5","4","India","wickets","6"
"2010-08-16","Sri Lanka","India","Sri Lanka","bat","Rangiri Dambulla International Stadium","170","46.1","10","171","34.4","4","India","wickets","6"
"2015-01-18","Australia","India","India","bat","Melbourne Cricket Ground","267","49.6","8","269","48.7","6","Australia","wickets","4"
"2014-03-02","India","Pakistan","Pakistan","field","Shere Bangla National Stadium","245","49.6","8","249","49.4","10","Pakistan","wickets","1"
"2015-06-12","England","New Zealand","New Zealand","bat","Kennington Oval","398","49.7","5","365","45.6","10","New Zealand","runs","13"
"2014-08-23","England","India","India","field","North Marine Road Ground","214","49.6","10","201","48.5","10","England","runs","13"
"2013-09-14","England","Australia","England","field","Sophia Gardens","227","48.2","10","231","49.3","7","England","wickets","3"
"2014-09-05","England","India","India","field","Headingley","294","49.6","7","253","48.5","10","England","runs","41"
"2007-03-14","Australia","Scotland","Scotland","field","Warner Park, Basseterre","334","49.6","6","131","40.1","8","Australia","runs","203"
"2007-12-14","Australia","New Zealand","New Zealand","bat","Adelaide Oval","254","49.6","7","255","42.3","3","Australia","wickets","7"
"2015-10-01","Zimbabwe","Pakistan","Zimbabwe","field","Harare Sports Club","259","49.8","6","128","36.6","10","Pakistan","runs","131"
"2007-12-07","Zimbabwe","West Indies","West Indies","field","Queens Sports Club","232","49.6","10","234","46.6","5","West Indies","wickets","5"
"2014-10-10","Australia","Pakistan","Pakistan","bat","Dubai International Cricket Stadium","215","49.3","10","217","43.2","5","Australia","wickets","5"
"2011-04-23","West Indies","Pakistan","West Indies","bat","Beausejour Stadium, Gros Islet","221","49.6","6","222","41.3","2","Pakistan","wickets","8"
"2013-12-18","Pakistan","Sri Lanka","Pakistan","bat","Sharjah Cricket Stadium","322","49.6","5","311","49.4","10","Pakistan","runs","11"
"2015-11-11","Bangladesh","Zimbabwe","Bangladesh","bat","Shere Bangla National Stadium","276","49.6","8","215","43.3","10","Bangladesh","runs","61"
"2009-06-26","West Indies","India","India","bat","Sabina Park, Kingston","339","49.6","6","319","48.1","10","India","runs","20"
"2007-04-20","Australia","New Zealand","Australia","bat","National Cricket Stadium, St George's","348","49.6","6","133","25.5","10","Australia","runs","215"
"2012-02-09","New Zealand","Zimbabwe","New Zealand","bat","McLean Park","373","49.6","7","171","43.6","10","New Zealand","runs","202"
"2014-08-19","Zimbabwe","South Africa","Zimbabwe","field","Queens Sports Club","257","49.4","10","196","49.1","10","South Africa","runs","61"
"2015-11-11","England","Pakistan","England","bat","Sheikh Zayed Stadium","216","49.4","10","217","43.4","4","Pakistan","wickets","6"
"2006-12-02","Bermuda","Netherlands","Netherlands","bat","Willowmoore Park","91","26.4","10","94","16.6","4","Bermuda","wickets","6"
"2008-02-03","South Africa","West Indies","South Africa","field","New Wanderers Stadium","295","49.6","7","211","28.6","2","South Africa","wickets","8"
"2011-02-03","New Zealand","Pakistan","New Zealand","field","Seddon Park","268","49.6","8","227","46.5","10","Pakistan","runs","41"
"2010-01-29","Australia","Pakistan","Australia","bat","Western Australia Cricket Association Ground","277","49.6","8","142","37.5","10","Australia","runs","135"
"2010-02-05","New Zealand","Bangladesh","New Zealand","bat","McLean Park","336","49.6","10","190","43.5","10","New Zealand","runs","146"
"2010-05-28","Zimbabwe","India","India","bat","Queens Sports Club","285","49.6","5","289","48.2","4","Zimbabwe","wickets","6"
"2006-10-15","India","England","India","field","Sawai Mansingh Stadium","125","36.6","10","126","29.3","6","India","wickets","4"
"2015-07-12","Bangladesh","South Africa","South Africa","bat","Shere Bangla National Stadium","162","45.6","10","167","27.4","3","Bangladesh","wickets","7"
"2011-08-25","Ireland","England","Ireland","field","Clontarf Cricket Club Ground","201","41.6","8","117","22.6","8","England","runs","11"
"2007-10-13","Sri Lanka","England","Sri Lanka","bat","R Premadasa Stadium","211","48.1","10","104","29.1","10","Sri Lanka","runs","107"
"2008-02-23","New Zealand","England","New Zealand","field","AMI Stadium","242","49.6","7","213","36.6","6","New Zealand","runs","34"
"2010-08-25","India","New Zealand","India","bat","Rangiri Dambulla International Stadium","223","46.3","10","118","30.1","10","India","runs","105"
"2006-03-12","South Africa","Australia","Australia","bat","New Wanderers Stadium","434","49.8","4","438","49.5","10","South Africa","wickets","1"
"2008-04-08","Pakistan","Bangladesh","Pakistan","bat","Gaddafi Stadium","322","49.6","5","129","29.6","10","Pakistan","runs","152"
"2012-08-31","England","South Africa","South Africa","bat","Kennington Oval","211","46.4","10","212","47.6","6","England","wickets","4"
"2014-01-08","New Zealand","West Indies","New Zealand","field","Seddon Park","363","49.7","4","160","29.5","10","West Indies","runs","203"
"2013-07-21","West Indies","Pakistan","Pakistan","field","Beausejour Stadium, Gros Islet","261","48.6","7","189","29.6","4","Pakistan","wickets","6"
"2014-10-07","Australia","Pakistan","Australia","bat","Sharjah Cricket Stadium","255","49.7","8","162","36.3","10","Australia","runs","93"
"2012-02-21","India","Sri Lanka","Sri Lanka","bat","Brisbane Cricket Ground, Woolloongabba","289","49.8","6","238","45.1","10","Sri Lanka","runs","51"
"2014-01-23","Kenya","Netherlands","Kenya","field","Bert Sutcliffe Oval","265","49.6","5","266","35.5","6","Kenya","wickets","4"
"2007-03-29","West Indies","New Zealand","New Zealand","field","Sir Vivian Richards Stadium, North Sound","177","44.4","10","179","39.2","3","New Zealand","wickets","7"
"2014-10-08","India","West Indies","India","field","Nehru Stadium","321","49.6","6","197","40.6","10","West Indies","runs","124"
"2006-02-12","Australia","Sri Lanka","Australia","bat","Sydney Cricket Ground","368","49.6","5","201","35.6","10","Australia","runs","167"
"2012-07-01","England","Australia","Australia","bat","Kennington Oval","251","49.6","7","252","45.4","4","England","wickets","6"
"2007-04-14","New Zealand","South Africa","New Zealand","field","National Cricket Stadium, St George's","193","49.6","7","196","48.2","5","New Zealand","wickets","5"
"2011-03-11","Ireland","West Indies","Ireland","field","Punjab Cricket Association Stadium, Mohali","275","49.6","10","231","48.6","10","West Indies","runs","44"
"2008-03-02","Australia","India","Australia","bat","Sydney Cricket Ground","239","49.6","8","242","45.5","4","India","wickets","6"
"2006-03-22","Sri Lanka","Pakistan","Pakistan","field","Sinhalese Sports Club Ground","224","49.5","10","229","45.2","6","Pakistan","wickets","4"
"2012-01-11","South Africa","Sri Lanka","South Africa","bat","Boland Park","301","49.6","8","43","20.1","10","South Africa","runs","258"
"2007-04-12","New Zealand","Sri Lanka","New Zealand","bat","National Cricket Stadium, St George's","219","49.7","7","222","45.1","4","Sri Lanka","wickets","6"
"2015-10-25","India","South Africa","South Africa","bat","Wankhede Stadium","438","49.6","5","224","35.7","10","South Africa","runs","214"
"2013-06-11","India","West Indies","India","field","Kennington Oval","233","49.6","10","236","39.1","2","India","wickets","8"
"2007-04-01","West Indies","Sri Lanka","West Indies","field","Providence Stadium","303","49.6","5","190","44.3","10","Sri Lanka","runs","113"
"2011-04-28","West Indies","Pakistan","Pakistan","field","Kensington Oval, Bridgetown","171","43.4","10","177","40.1","7","Pakistan","wickets","3"
"2015-07-14","Zimbabwe","India","Zimbabwe","field","Harare Sports Club","276","49.6","5","193","42.4","10","India","runs","83"
"2013-07-11","India","Sri Lanka","India","field","Queen's Park Oval, Port of Spain","201","48.5","10","203","49.4","10","India","wickets","1"
"2016-10-02","Pakistan","West Indies","Pakistan","bat","Sharjah Cricket Stadium","337","49.6","5","278","49.7","7","Pakistan","runs","59"
"2015-07-26","Sri Lanka","Pakistan","Sri Lanka","bat","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa","368","49.6","4","203","37.2","10","Sri Lanka","runs","165"
"2006-02-11","Pakistan","India","Pakistan","bat","Rawalpindi Cricket Stadium","265","49.2","10","266","43.1","3","India","wickets","7"
"2016-09-28","Bangladesh","Afghanistan","Afghanistan","field","Shere Bangla National Stadium","208","49.2","10","212","49.5","8","Afghanistan","wickets","2"
"2011-03-12","India","South Africa","India","bat","Vidarbha Cricket Association Stadium, Jamtha","296","48.4","10","300","49.4","7","South Africa","wickets","3"
"2015-05-29","Pakistan","Zimbabwe","Pakistan","field","Gaddafi Stadium","268","49.6","7","269","47.2","4","Pakistan","wickets","6"
"2015-03-15","Ireland","Pakistan","Ireland","bat","Adelaide Oval","237","49.6","10","241","46.1","3","Pakistan","wickets","7"
"2012-02-29","New Zealand","South Africa","South Africa","field","McLean Park","230","47.3","10","231","38.2","4","South Africa","wickets","6"
"2010-01-10","India","Sri Lanka","Sri Lanka","bat","Shere Bangla National Stadium","213","46.1","10","214","32.5","2","India","wickets","8"
"2012-03-18","India","Pakistan","Pakistan","bat","Shere Bangla National Stadium","329","49.7","6","330","47.6","4","India","wickets","6"
"2007-01-02","New Zealand","Sri Lanka","New Zealand","field","Jade Stadium","112","35.2","10","110","24.3","6","New Zealand","wickets","4"
"2016-08-21","Sri Lanka","Australia","Australia","field","R Premadasa Stadium","227","49.6","8","228","46.5","7","Australia","wickets","3"
"2013-10-13","India","Australia","Australia","bat","Maharashtra Cricket Association Stadium","304","49.6","8","232","49.4","10","Australia","runs","72"
"2008-08-29","England","South Africa","South Africa","field","Kennington Oval","296","49.6","7","170","42.4","10","England","runs","126"
"2011-11-29","India","West Indies","India","field","Barabati Stadium","211","49.6","10","213","48.5","10","India","wickets","1"
"2015-11-07","Sri Lanka","West Indies","Sri Lanka","field","Pallekele International Cricket Stadium","206","35.6","10","180","32.3","5","Sri Lanka","runs","19"
"2015-10-11","Zimbabwe","Ireland","Zimbabwe","field","Harare Sports Club","268","49.6","7","270","48.3","5","Zimbabwe","wickets","5"
"2016-10-22","South Africa","New Zealand","South Africa","field","Boland Park","130","33.3","10","131","37.4","5","South Africa","wickets","5"
"2008-06-24","West Indies","Australia","West Indies","field","Arnos Vale Ground, Kingstown","273","49.6","8","189","39.5","10","Australia","runs","84"
"2010-06-30","England","Australia","England","field","Kennington Oval","290","49.6","5","212","42.4","10","Australia","runs","78"
"2014-02-23","West Indies","Ireland","Ireland","bat","Sabina Park, Kingston","202","49.2","10","205","36.4","6","West Indies","wickets","4"
"2011-08-19","Zimbabwe","Bangladesh","Bangladesh","field","Queens Sports Club","199","48.2","10","203","36.4","4","Bangladesh","wickets","6"
"2015-11-16","United Arab Emirates","Hong Kong","Hong Kong","bat","ICC Academy","298","49.6","5","209","42.4","10","Hong Kong","runs","89"
"2015-02-14","Australia","England","England","field","Melbourne Cricket Ground","342","49.6","8","231","41.5","10","Australia","runs","111"
"2007-04-08","Australia","England","England","bat","Sir Vivian Richards Stadium, North Sound","247","49.5","10","248","47.2","3","Australia","wickets","7"
"2016-08-16","Scotland","United Arab Emirates","United Arab Emirates","bat","Grange Cricket Club Ground, Raeburn Place","228","45.4","10","229","47.4","3","Scotland","wickets","7"
